plot_id,species,value,rel_cover_stratum,stratum,stratum_cover,association
52,acer glabrum var. glabrum,1.5,6.98,tree,21.5,Cornus sericea Rocky Mountain Wet Shrubland
53,salix geyeriana,60,70.59,shrub,85,Salix geyeriana - Salix monticola / Mesic Forbs Wet Shrubland
53,mesic shrub,50,58.825,shrub,,Salix geyeriana - Salix monticola / Mesic Forbs Wet Shrubland
53,salix monticola,20,23.53,shrub,85,Salix geyeriana - Salix monticola / Mesic Forbs Wet Shrubland
53,mesic forb,15,75,shrub,,Salix geyeriana - Salix monticola / Mesic Forbs Wet Shrubland
53,taraxacum officinale,10,50,herbaceous,20,Salix geyeriana - Salix monticola / Mesic Forbs Wet Shrubland
53,trifolium repens,10,50,herbaceous,20,Salix geyeriana - Salix monticola / Mesic Forbs Wet Shrubland
54,salix drummondiana,84,84.85,shrub,99,Salix drummondiana / Mesic Forbs Wet Shrubland
54,mesic shrub,57,57.575,shrub,,Salix drummondiana / Mesic Forbs Wet Shrubland
54,mesic forb,50,62.5,shrub,,Salix drummondiana / Mesic Forbs Wet Shrubland
54,heracleum maximum,40,50,herbaceous,80,Salix drummondiana / Mesic Forbs Wet Shrubland
54,mertensia franciscana,20,25,herbaceous,80,Salix drummondiana / Mesic Forbs Wet Shrubland
54,salix monticola,15,15.15,shrub,99,Salix drummondiana / Mesic Forbs Wet Shrubland
54,mesic graminoid,5,6.25,shrub,,Salix drummondiana / Mesic Forbs Wet Shrubland
55,alnus incana ssp. tenuifolia,85.7,87.54,shrub,97.9,Alnus incana / Mesic Graminoids Wet Shrubland
55,mesic shrub,55.05,56.23,tree,,Alnus incana / Mesic Graminoids Wet Shrubland
55,mesic graminoid,39.1,83.19,tree,,Alnus incana / Mesic Graminoids Wet Shrubland
55,poa pratensis,15.8,33.62,herbaceous,47,Alnus incana / Mesic Graminoids Wet Shrubland
55,agrostis stolonifera,15.6,33.19,herbaceous,47,Alnus incana / Mesic Graminoids Wet Shrubland
55,carex aquatilis,15.6,33.19,herbaceous,47,Alnus incana / Mesic Graminoids Wet Shrubland
55,carex spp.,15.6,33.19,tree,,Alnus incana / Mesic Graminoids Wet Shrubland
55,symphoricarpos occidentalis,12.2,12.46,shrub,97.9,Alnus incana / Mesic Graminoids Wet Shrubland
58,salix exigua,62.7,100,shrub,62.7,Salix exigua / Mesic Forbs Wet Shrubland
58,mesic shrub,31.35,50,shrub,,Salix exigua / Mesic Forbs Wet Shrubland
58,melilotus officinalis,20,100,herbaceous,20,Salix exigua / Mesic Forbs Wet Shrubland
58,mesic forb,10,50,shrub,,Salix exigua / Mesic Forbs Wet Shrubland
60,salix exigua,54,98.18,shrub,55,Populus angustifolia / Salix exigua Riparian Woodland
60,populus angustifolia,33,100,tree,33,Populus angustifolia / Salix exigua Riparian Woodland
60,mesic shrub,27,49.09,tree,,Populus angustifolia / Salix exigua Riparian Woodland
61,caltha chionophila,30,100,herbaceous,30,Salix planifolia / Caltha leptosepala Wet Shrubland
61,salix planifolia,30,100,shrub,30,Salix planifolia / Caltha leptosepala Wet Shrubland
61,mesic forb,15,50,shrub,,Salix planifolia / Caltha leptosepala Wet Shrubland
61,mesic shrub,15,50,shrub,,Salix planifolia / Caltha leptosepala Wet Shrubland
62,eleocharis palustris,15,37.5,herbaceous,40,Potamogeton foliosus Aquatic Vegetation
62,eleocharis spp.,15,37.5,herbaceous,,Potamogeton foliosus Aquatic Vegetation
62,mesic forb,15,37.5,herbaceous,,Potamogeton foliosus Aquatic Vegetation
62,mesic graminoid,7.5,18.75,herbaceous,,Potamogeton foliosus Aquatic Vegetation
65,cornus sericea ssp. sericea,60,100,shrub,60,Cornus sericea Rocky Mountain Wet Shrubland
65,equisetum arvense,40,100,herbaceous,40,Cornus sericea Rocky Mountain Wet Shrubland
65,mesic shrub,30,50,shrub,,Cornus sericea Rocky Mountain Wet Shrubland
65,mesic forb,20,50,shrub,,Cornus sericea Rocky Mountain Wet Shrubland
66,mesic shrub,35,70,shrub,,Salix geyeriana - Salix monticola / Calamagrostis canadensis Wet Shrubland
66,salix geyeriana,30,60,shrub,50,Salix geyeriana - Salix monticola / Calamagrostis canadensis Wet Shrubland
66,calamagrostis canadensis,25,89.29,herbaceous,28,Salix geyeriana - Salix monticola / Calamagrostis canadensis Wet Shrubland
66,salix monticola,20,40,shrub,50,Salix geyeriana - Salix monticola / Calamagrostis canadensis Wet Shrubland
66,mesic graminoid,15.5,55.355,shrub,,Salix geyeriana - Salix monticola / Calamagrostis canadensis Wet Shrubland
66,carex aquatilis,3,10.71,herbaceous,28,Salix geyeriana - Salix monticola / Calamagrostis canadensis Wet Shrubland
66,carex spp.,3,10.71,shrub,,Salix geyeriana - Salix monticola / Calamagrostis canadensis Wet Shrubland
67,alnus incana ssp. tenuifolia,40,97.56,shrub,41,Alnus incana / Mesic Forbs Wet Shrubland
67,mesic shrub,21,51.22,shrub,,Alnus incana / Mesic Forbs Wet Shrubland
67,picea engelmannii var. engelmannii,20,66.67,tree,30,Alnus incana / Mesic Forbs Wet Shrubland
67,mesic forb,12.5,31.25,shrub,,Alnus incana / Mesic Forbs Wet Shrubland
67,mesic graminoid,12.5,31.25,shrub,,Alnus incana / Mesic Forbs Wet Shrubland
67,abies lasiocarpa,5,16.67,tree,30,Alnus incana / Mesic Forbs Wet Shrubland
67,calamagrostis canadensis,5,12.5,herbaceous,40,Alnus incana / Mesic Forbs Wet Shrubland
67,carex spp.,5,12.5,shrub,,Alnus incana / Mesic Forbs Wet Shrubland
67,equisetum arvense,5,12.5,herbaceous,40,Alnus incana / Mesic Forbs Wet Shrubland
67,senecio triangularis,5,12.5,herbaceous,40,Alnus incana / Mesic Forbs Wet Shrubland
67,ribes inerme,1,2.44,shrub,41,Alnus incana / Mesic Forbs Wet Shrubland
68,populus deltoides,59.4,100,tree,59.4,Populus deltoides - (Salix nigra) / Spartina pectinata - Carex spp. Floodplain Woodland
68,spartina pectinata,55,100,herbaceous,55,Populus deltoides - (Salix nigra) / Spartina pectinata - Carex spp. Floodplain Woodland
68,mesic graminoid,27.5,50,tree,,Populus deltoides - (Salix nigra) / Spartina pectinata - Carex spp. Floodplain Woodland
69,mesic shrub,40,80,tree,,Salix monticola / Mesic Forbs Wet Shrubland
69,abies lasiocarpa,30,50,tree,60,Salix monticola / Mesic Forbs Wet Shrubland
69,mesic forb,25,62.5,tree,,Salix monticola / Mesic Forbs Wet Shrubland
69,picea engelmannii var. engelmannii,20,33.33,tree,60,Salix monticola / Mesic Forbs Wet Shrubland
69,ribes montigenum,20,40,shrub,50,Salix monticola / Mesic Forbs Wet Shrubland
69,salix monticola,20,40,shrub,50,Salix monticola / Mesic Forbs Wet Shrubland
69,cardamine cordifolia,10,25,herbaceous,40,Salix monticola / Mesic Forbs Wet Shrubland
69,deschampsia cespitosa,10,25,herbaceous,40,Salix monticola / Mesic Forbs Wet Shrubland
69,mertensia ciliata var. ciliata,10,25,herbaceous,40,Salix monticola / Mesic Forbs Wet Shrubland
69,picea pungens,10,16.67,tree,60,Salix monticola / Mesic Forbs Wet Shrubland
69,senecio triangularis,10,25,herbaceous,40,Salix monticola / Mesic Forbs Wet Shrubland
69,vaccinium myrtillus,10,20,shrub,50,Salix monticola / Mesic Forbs Wet Shrubland
69,mesic graminoid,5,12.5,tree,,Salix monticola / Mesic Forbs Wet Shrubland
70,salix planifolia,65,86.67,shrub,75,Salix planifolia / Caltha leptosepala Wet Shrubland
70,mesic shrub,42.5,56.665,herbaceous,,Salix planifolia / Caltha leptosepala Wet Shrubland
70,caltha chionophila,20,100,herbaceous,20,Salix planifolia / Caltha leptosepala Wet Shrubland
70,mesic forb,10,50,herbaceous,,Salix planifolia / Caltha leptosepala Wet Shrubland
70,salix brachycarpa var. brachycarpa,10,13.33,shrub,75,Salix planifolia / Caltha leptosepala Wet Shrubland
71,salix planifolia,60,75,shrub,80,Salix planifolia / Caltha leptosepala Wet Shrubland
71,mesic shrub,50,62.5,herbaceous,,Salix planifolia / Caltha leptosepala Wet Shrubland
71,salix brachycarpa var. brachycarpa,20,25,shrub,80,Salix planifolia / Caltha leptosepala Wet Shrubland
71,caltha chionophila,10,100,herbaceous,10,Salix planifolia / Caltha leptosepala Wet Shrubland
71,mesic forb,5,50,herbaceous,,Salix planifolia / Caltha leptosepala Wet Shrubland
72,populus angustifolia,25,50,tree,50,Acer negundo / Equisetum arvense Riparian Forest
72,mesic shrub,18.5,30.835,tree,,Acer negundo / Equisetum arvense Riparian Forest
72,cornus sericea ssp. sericea,17,28.33,shrub,60,Acer negundo / Equisetum arvense Riparian Forest
72,equisetum arvense,10,100,herbaceous,10,Acer negundo / Equisetum arvense Riparian Forest
72,salix monticola,10,16.67,shrub,60,Acer negundo / Equisetum arvense Riparian Forest
72,mesic forb,5,50,tree,,Acer negundo / Equisetum arvense Riparian Forest
73,salix exigua,12.5,71.43,shrub,17.5,Salix exigua / Gravel Bar Wet Shrubland
73,mesic shrub,11.25,64.285,shrub,,Salix exigua / Gravel Bar Wet Shrubland
73,rosa woodsii,7.5,100,herbaceous,7.5,Salix exigua / Gravel Bar Wet Shrubland
73,alnus incana ssp. tenuifolia,5,28.57,shrub,17.5,Salix exigua / Gravel Bar Wet Shrubland
74,mesic shrub,67.5,84.11,tree,,Populus angustifolia / Cornus sericea Riparian Woodland
74,populus angustifolia,29.8,53.65,tree,55.55,Populus angustifolia / Cornus sericea Riparian Woodland
74,acer glabrum var. glabrum,25.75,46.35,tree,55.55,Populus angustifolia / Cornus sericea Riparian Woodland
74,salix geyeriana,25.5,31.78,shrub,80.25,Populus angustifolia / Cornus sericea Riparian Woodland
74,cornus sericea ssp. sericea,25.25,31.46,shrub,80.25,Populus angustifolia / Cornus sericea Riparian Woodland
74,alnus incana ssp. tenuifolia,19,23.68,shrub,80.25,Populus angustifolia / Cornus sericea Riparian Woodland
74,salix bebbiana,10.5,13.08,shrub,80.25,Populus angustifolia / Cornus sericea Riparian Woodland
75,salix exigua,90,100,shrub,90,Salix exigua / Mesic Forbs Wet Shrubland
75,mesic shrub,45,50,shrub,,Salix exigua / Mesic Forbs Wet Shrubland
75,mesic forb,4.5,49.995,shrub,,Salix exigua / Mesic Forbs Wet Shrubland
75,glycyrrhiza lepidota,3,33.33,herbaceous,9,Salix exigua / Mesic Forbs Wet Shrubland
75,rosa woodsii,3,33.33,herbaceous,9,Salix exigua / Mesic Forbs Wet Shrubland
76,alnus incana ssp. tenuifolia,50,83.33,shrub,60,Populus angustifolia / Alnus incana Riparian Woodland
76,mesic shrub,35,58.335,tree,,Populus angustifolia / Alnus incana Riparian Woodland
76,populus angustifolia,30,100,tree,30,Populus angustifolia / Alnus incana Riparian Woodland
76,salix exigua,10,16.67,shrub,60,Populus angustifolia / Alnus incana Riparian Woodland
77,cornus sericea ssp. sericea,60,66.67,shrub,90,Populus angustifolia / Rosa woodsii Riparian Forest
77,mesic shrub,60,66.665,tree,,Populus angustifolia / Rosa woodsii Riparian Forest
77,alnus incana ssp. tenuifolia,30,33.33,shrub,90,Populus angustifolia / Rosa woodsii Riparian Forest
77,populus angustifolia,10,50,tree,20,Populus angustifolia / Rosa woodsii Riparian Forest
77,rosa woodsii,10,100,herbaceous,10,Populus angustifolia / Rosa woodsii Riparian Forest
78,mesic graminoid,87.5,74.155,herbaceous,,Panicum obtusum - Bouteloua dactyloides Playa Grassland
79,salix exigua,51,100,shrub,51,Salix exigua / Gravel Bar Wet Shrubland
79,salix amygdaloides,26,50.98,tree,51,Salix exigua / Gravel Bar Wet Shrubland
79,mesic shrub,25.5,50,tree,,Salix exigua / Gravel Bar Wet Shrubland
79,populus deltoides,20,39.22,tree,51,Salix exigua / Gravel Bar Wet Shrubland
79,spartina pectinata,5,33.33,herbaceous,15,Salix exigua / Gravel Bar Wet Shrubland
79,mesic graminoid,2.5,16.665,tree,,Salix exigua / Gravel Bar Wet Shrubland
81,mesic forb,62.5,69.45,tree,,Populus angustifolia Sand Dune Riparian Forest
81,mesic shrub,47.5,73.075,tree,,Populus angustifolia Sand Dune Riparian Forest
81,salix monticola,35,53.85,shrub,65,Populus angustifolia Sand Dune Riparian Forest
81,heracleum maximum,25,27.78,herbaceous,90,Populus angustifolia Sand Dune Riparian Forest
81,rudbeckia laciniata var. ampla,20,22.22,herbaceous,90,Populus angustifolia Sand Dune Riparian Forest
81,salix bebbiana,20,30.77,shrub,65,Populus angustifolia Sand Dune Riparian Forest
81,aconitum columbianum,15,16.67,herbaceous,90,Populus angustifolia Sand Dune Riparian Forest
81,calamagrostis canadensis,15,16.67,herbaceous,90,Populus angustifolia Sand Dune Riparian Forest
81,mertensia ciliata var. ciliata,15,16.67,herbaceous,90,Populus angustifolia Sand Dune Riparian Forest
81,populus angustifolia,15,100,tree,15,Populus angustifolia Sand Dune Riparian Forest
81,alnus incana ssp. tenuifolia,10,15.38,shrub,65,Populus angustifolia Sand Dune Riparian Forest
81,mesic graminoid,7.5,8.335,tree,,Populus angustifolia Sand Dune Riparian Forest
82,mesic forb,58,70.725,tree,,Populus tremuloides / Tall Forbs Forest
82,mesic shrub,48,68.575,tree,,Populus tremuloides / Tall Forbs Forest
82,salix monticola,38,54.29,shrub,70,Populus tremuloides / Tall Forbs Forest
82,rudbeckia laciniata var. ampla,28,34.15,herbaceous,82,Populus tremuloides / Tall Forbs Forest
82,heracleum maximum,16,19.51,herbaceous,82,Populus tremuloides / Tall Forbs Forest
82,mertensia ciliata var. ciliata,16,19.51,herbaceous,82,Populus tremuloides / Tall Forbs Forest
82,populus tremuloides,16,100,tree,16,Populus tremuloides / Tall Forbs Forest
82,salix bebbiana,16,22.86,shrub,70,Populus tremuloides / Tall Forbs Forest
82,alnus incana ssp. tenuifolia,13,18.57,shrub,70,Populus tremuloides / Tall Forbs Forest
82,aconitum columbianum,12,14.63,herbaceous,82,Populus tremuloides / Tall Forbs Forest
82,calamagrostis canadensis,10,12.2,herbaceous,82,Populus tremuloides / Tall Forbs Forest
82,mesic graminoid,5,6.1,tree,,Populus tremuloides / Tall Forbs Forest
83,populus angustifolia,30,96.77,tree,31,Populus angustifolia / Cornus sericea Riparian Woodland
83,mesic shrub,15,75,tree,,Populus angustifolia / Cornus sericea Riparian Woodland
83,cornus sericea ssp. sericea,10,50,shrub,20,Populus angustifolia / Cornus sericea Riparian Woodland
83,quercus gambelii,10,50,shrub,20,Populus angustifolia / Cornus sericea Riparian Woodland
83,acer negundo,1,3.23,tree,31,Populus angustifolia / Cornus sericea Riparian Woodland
85,mesic forb,105,87.5,tree,,Picea engelmannii / Hypnum revolutum Forest
85,picea engelmannii var. engelmannii,50,100,tree,50,Picea engelmannii / Hypnum revolutum Forest
85,cardamine cordifolia,30,25,herbaceous,120,Picea engelmannii / Hypnum revolutum Forest
85,micranthes odontoloma,20,16.67,herbaceous,120,Picea engelmannii / Hypnum revolutum Forest
85,oxypolis fendleri,20,16.67,herbaceous,120,Picea engelmannii / Hypnum revolutum Forest
85,senecio triangularis,20,16.67,herbaceous,120,Picea engelmannii / Hypnum revolutum Forest
85,caltha chionophila,10,8.33,herbaceous,120,Picea engelmannii / Hypnum revolutum Forest
86,picea engelmannii var. engelmannii,76,87.36,tree,87,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
86,abies lasiocarpa,11,12.64,tree,87,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
86,mertensia ciliata var. ciliata,10,100,herbaceous,10,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
86,salix drummondiana,10,52.63,shrub,19,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
86,mesic forb,5,50,tree,,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
86,mesic shrub,5,26.315,tree,,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
87,mesic shrub,60,75,shrub,,Salix wolfii / Carex aquatilis Wet Shrubland
87,carex aquatilis,40,100,herbaceous,40,Salix wolfii / Carex aquatilis Wet Shrubland
87,carex spp.,40,100,shrub,,Salix wolfii / Carex aquatilis Wet Shrubland
87,salix wolfii var. wolfii,40,50,shrub,80,Salix wolfii / Carex aquatilis Wet Shrubland
87,salix planifolia,30,37.5,shrub,80,Salix wolfii / Carex aquatilis Wet Shrubland
87,mesic graminoid,20,50,shrub,,Salix wolfii / Carex aquatilis Wet Shrubland
87,dasiphora fruticosa,10,12.5,shrub,80,Salix wolfii / Carex aquatilis Wet Shrubland
88,mesic shrub,71.25,79.175,shrub,,Betula occidentalis / Cornus sericea Wet Shrubland
88,alnus incana ssp. tenuifolia,37.5,41.67,shrub,90,Betula occidentalis / Cornus sericea Wet Shrubland
88,betula occidentalis,37.5,100,tree,37.5,Betula occidentalis / Cornus sericea Wet Shrubland
88,cornus sericea ssp. sericea,37.5,41.67,shrub,90,Betula occidentalis / Cornus sericea Wet Shrubland
88,agrostis gigantea,15,71.43,herbaceous,21,Betula occidentalis / Cornus sericea Wet Shrubland
88,salix monticola,15,16.67,shrub,90,Betula occidentalis / Cornus sericea Wet Shrubland
88,mesic graminoid,7.5,35.715,shrub,,Betula occidentalis / Cornus sericea Wet Shrubland
88,mesic forb,4.5,21.435,shrub,,Betula occidentalis / Cornus sericea Wet Shrubland
88,angelica ampla,3,14.29,herbaceous,21,Betula occidentalis / Cornus sericea Wet Shrubland
89,mesic shrub,48.75,72.22,tree,,Betula occidentalis / Cornus sericea Wet Shrubland
89,betula occidentalis,37.5,100,tree,37.5,Betula occidentalis / Cornus sericea Wet Shrubland
89,cornus sericea ssp. sericea,37.5,55.56,shrub,67.5,Betula occidentalis / Cornus sericea Wet Shrubland
89,equisetum arvense,37.5,60.98,herbaceous,61.5,Betula occidentalis / Cornus sericea Wet Shrubland
89,mesic forb,27.75,45.13,tree,,Betula occidentalis / Cornus sericea Wet Shrubland
89,agrostis gigantea,15,24.39,herbaceous,61.5,Betula occidentalis / Cornus sericea Wet Shrubland
89,alnus incana ssp. tenuifolia,15,22.22,shrub,67.5,Betula occidentalis / Cornus sericea Wet Shrubland
89,salix monticola,15,22.22,shrub,67.5,Betula occidentalis / Cornus sericea Wet Shrubland
89,mesic graminoid,7.5,12.195,tree,,Betula occidentalis / Cornus sericea Wet Shrubland
89,angelica ampla,3,4.88,herbaceous,61.5,Betula occidentalis / Cornus sericea Wet Shrubland
89,trifolium repens,3,4.88,herbaceous,61.5,Betula occidentalis / Cornus sericea Wet Shrubland
90,carex spp.,90,100,herbaceous,,Dryas octopetala - Carex spp. Alpine Dwarf-shrub Meadow
90,mesic graminoid,65,72.22,herbaceous,,Dryas octopetala - Carex spp. Alpine Dwarf-shrub Meadow
90,carex aquatilis,40,44.44,herbaceous,90,Dryas octopetala - Carex spp. Alpine Dwarf-shrub Meadow
91,populus angustifolia,80,80,tree,100,Populus angustifolia / Salix exigua Riparian Woodland
91,pinus ponderosa var. scopulorum,20,20,tree,100,Populus angustifolia / Salix exigua Riparian Woodland
91,mesic shrub,11,73.335,tree,,Populus angustifolia / Salix exigua Riparian Woodland
91,salix exigua,8,53.33,shrub,15,Populus angustifolia / Salix exigua Riparian Woodland
91,cornus sericea ssp. sericea,4,26.67,shrub,15,Populus angustifolia / Salix exigua Riparian Woodland
91,deschampsia cespitosa,4,100,herbaceous,4,Populus angustifolia / Salix exigua Riparian Woodland
91,alnus incana ssp. tenuifolia,3,20,shrub,15,Populus angustifolia / Salix exigua Riparian Woodland
91,mesic graminoid,2,50,tree,,Populus angustifolia / Salix exigua Riparian Woodland
92,mesic shrub,49.5,67.81,shrub,,Salix monticola / Calamagrostis canadensis Wet Shrubland
92,salix monticola,47,64.38,shrub,73,Salix monticola / Calamagrostis canadensis Wet Shrubland
92,calamagrostis canadensis,29,100,herbaceous,29,Salix monticola / Calamagrostis canadensis Wet Shrubland
92,salix drummondiana,26,35.62,shrub,73,Salix monticola / Calamagrostis canadensis Wet Shrubland
92,mesic graminoid,14.5,50,shrub,,Salix monticola / Calamagrostis canadensis Wet Shrubland
93,mesic shrub,45,75,shrub,,Salix monticola / Carex aquatilis Wet Shrubland
93,salix monticola,30,50,shrub,60,Salix monticola / Carex aquatilis Wet Shrubland
93,salix planifolia,30,50,shrub,60,Salix monticola / Carex aquatilis Wet Shrubland
93,carex aquatilis,20,100,herbaceous,20,Salix monticola / Carex aquatilis Wet Shrubland
93,carex spp.,20,100,shrub,,Salix monticola / Carex aquatilis Wet Shrubland
93,mesic graminoid,10,50,shrub,,Salix monticola / Carex aquatilis Wet Shrubland
